# detid average_r2s y_intercept_low_hits slope_low_hits y_intercept_high_hits slope_high_hits
411337734 3045.97016508 690.64691008 -12.7054110605 720.635717741 -12.7067318286
411337738 3080.6183902 232.137112867 -4.16533481027 242.191126813 -4.16532295816
411337742 3103.96954942 141.608117399 -2.41422328863 147.741508789 -2.41422038198
411337746 3056.85639751 103.714549986 -1.63184373 108.206624029 -1.63184060244
411337750 3098.63504084 83.4413797629 -1.17084740806 87.0557677967 -1.17085315449
411337754 3047.24718228 71.2656059262 -0.854076376453 74.3525012147 -0.854079975905
411337758 3094.40751908 63.5565000043 -0.612797143481 66.3094809588 -0.612801668192
411337762 3064.76646167 58.6557384189 -0.414209883847 61.1964272559 -0.414214606968
411337766 3096.93648594 55.7306833083 -0.240073424333 58.1446512607 -0.24007916052
411337770 3062.68633365 54.3584498493 -0.0786983272036 56.7129363925 -0.0787063909896
411337774 3051.80262222 54.3584769506 0.0786996562202 56.7129217586 0.0787025186497
411337778 3045.2336737 55.730774985 0.240080098539 58.1445411026 0.240072178051
411337782 3059.64954125 58.6557841729 0.414212413165 61.1964167798 0.414215299388
411337786 3086.1731294 63.5568590235 0.612810019165 66.3092954798 0.612795327463
411337790 3093.87630446 71.2661835867 0.854093248729 74.3522258197 0.854072796883
411337794 3028.86763149 83.4414481281 1.17084870342 87.0556952714 1.17085173709
411337798 3107.80978579 103.714536133 1.63184316171 108.206701605 1.63184185043
411337802 3080.36904689 141.608601421 2.41423315323 147.741423648 2.41421857061
411337806 3033.55055531 232.132801606 4.16525261191 242.19024953 4.16530650772
411337810 3104.10153053 690.698839322 12.7063701138 720.636502917 12.7067431814
411337814 3027.04540994 -690.687297111 -12.7061556554 -720.640504426 -12.7068165387
411337818 3040.29233758 -232.13232834 -4.16524402422 -242.182637191 -4.16516847769
411337822 3093.08884519 -141.606672575 -2.41419515918 -147.740416486 -2.41419877072
411337826 3053.93067857 -103.714616267 -1.63184457586 -108.207942094 -1.63186746604
411337830 3087.61603723 -83.4414715105 -1.17084949285 -87.0556684928 -1.17085074032
411337834 3061.37762582 -71.2657308601 -0.854080301089 -74.3524127723 -0.854077487511
411337838 3041.82995731 -63.5568557342 -0.612809580755 -66.3091115561 -0.612790107562
411337842 3063.55380075 -58.6557918694 -0.414212671263 -61.1962251268 -0.414206111665
411337846 3070.93838881 -55.7307545985 -0.240078487617 -58.1446387603 -0.240079204865
411337850 3106.28759861 -54.3584862036 -0.0787057694459 -56.7129179404 -0.0787000514887
411337854 3084.86734475 -54.3584935306 0.0787059912852 -56.7129425139 0.0787028969134
411337858 3091.43199051 -55.730761656 0.240078521621 -58.1446690348 0.240081134967
411337862 3034.16601559 -58.655777654 0.414212074451 -61.196481405 0.414218165338
411337866 3064.01954363 -63.5568194853 0.612808690882 -66.3094138719 0.612799639548
411337870 3048.4785177 -71.2658637193 0.854083563484 -74.3521697127 0.854071427672
411337874 3051.08651486 -83.4416761092 1.17085456132 -87.0556218817 1.17084962333
411337878 3034.91795727 -103.714692516 1.63184631783 -108.207052827 1.6318491023
411337882 3087.87743896 -141.608161193 2.41422397414 -147.741012932 2.41421022822
411337886 3059.78195487 -232.13591193 4.16531247331 -242.192761582 4.16535274593
411337890 3039.17473415 -690.693250331 12.7062692651 -720.669732618 12.7073353698
411341830 3356.44393828 725.681771965 -12.705763408 755.593361892 -12.705705761
411341834 3340.56587887 243.910959719 -4.165422827 253.961608565 -4.16534971383
411341838 3390.65399671 148.785513372 -2.41418591795 154.920544442 -2.41421438289
411341842 3394.40444981 108.973577924 -1.63186086238 113.465437512 -1.63185253227
411341846 3331.7359406 87.6718369891 -1.17084971572 91.2853443937 -1.17083504823
411341850 3378.87151353 74.8787778438 -0.854079298049 77.9654797428 -0.854077764015
411341854 3410.84946274 66.7788785016 -0.612803148451 69.5316772736 -0.612801064617
411341858 3348.92404086 61.6296002438 -0.414214981501 64.1700164118 -0.414207129591
411341862 3391.01429008 58.5562104196 -0.240077880783 60.9701221308 -0.240078974684
411341866 3352.20010336 57.1143691294 -0.0787017457212 59.468826143 -0.0787011083717
411341870 3342.86240486 57.1143790286 0.0787045261178 59.468808927 0.0786988147829
411341874 3375.27673953 58.5562046925 0.240077699283 60.9700936272 0.2400774021
411341878 3385.514035 61.629621581 0.414216037047 64.1699849425 0.41420506789
411341882 3388.92972267 66.778686257 0.61279662808 69.5315105713 0.61279565462
411341886 3391.18606229 74.8786126744 0.854075206965 77.9656218082 0.854081446385
411341890 3407.7423757 87.6722809098 1.17085940988 91.2860265918 1.1708507246
411341894 3379.64244342 108.973011898 1.63184933697 113.465273865 1.63184924693
411341898 3385.59780387 148.787459141 2.41422308897 154.920731629 2.41421850742
411341902 3353.80905836 243.903475085 4.16528612047 253.960511302 4.165328857
411341906 3344.63682782 725.662658079 12.7054245052 755.636571675 12.7064315132
411341910 3381.16518684 -725.766856236 -12.7072639033 -755.592495755 -12.7056887068
411341914 3394.52224666 -243.900440259 -4.16523298617 -253.956494181 -4.1652603892
411341918 3365.05641466 -148.786912474 -2.41421315077 -154.92090766 -2.41422077808
411341922 3381.09885006 -108.972143521 -1.63183232915 -113.465353351 -1.63185119335
411341926 3382.62272803 -87.6716482848 -1.17084550414 -91.2859400324 -1.17084907053
411341930 3379.42049749 -74.8785578832 -0.854073208501 -77.965698023 -0.854083403267
411341934 3347.39808906 -66.7786152745 -0.612793506404 -69.5317201671 -0.612802186469
411341938 3405.00099642 -61.6294149024 -0.414205359386 -64.170110244 -0.414210945336
411341942 3363.91538113 -58.5561155296 -0.240072352658 -60.970102132 -0.240078907913
411341946 3324.34465034 -57.1143725099 -0.0787017110914 -59.4688324004 -0.0787034712031
411341950 3359.19416198 -57.1143574236 0.0787010752209 -59.4688188681 0.0787019214143
411341954 3409.59184651 -58.5561962848 0.240077461988 -60.9701379342 0.24008145404
411341958 3372.45051755 -61.6295565434 0.414212700172 -64.1700957415 0.414210216943
411341962 3325.3361192 -66.7786606928 0.6127951767 -69.5318411173 0.612806324956
411341966 3404.83036259 -74.878978922 0.854084798796 -77.9659804069 0.854090804388
411341970 3361.82941942 -87.6714093577 1.17083960954 -91.2854364161 1.17083704315
411341974 3366.46930748 -108.974039414 1.63187049143 -113.465347579 1.63185083478
411341978 3374.35825921 -148.786304014 2.41420112359 -154.921701574 2.41423551127
411341982 3361.15494169 -243.902592687 4.16526983209 -253.961443326 4.16534697988
411341986 3384.47417646 -725.696822705 12.7060285227 -755.651090995 12.7066760459
411345926 4059.93043393 875.842542056 -13.9828590348 908.6504511 -13.981372554
411345930 4098.2149365 293.922159362 -4.59695362818 304.956743898 -4.59683113458
411345934 4035.72881941 178.780228058 -2.68110260815 185.495323752 -2.68107937379
411345938 4026.01392072 130.365368023 -1.83136939373 135.264099829 -1.8313882164
411345942 4044.54992143 104.254289139 -1.335842857 108.172350348 -1.33586826418
411345946 4015.87378396 88.3563673614 -1.00000278188 91.6752584539 -0.999990306126
411345950 4043.20789983 78.0431789423 -0.748574047694 80.9758631362 -0.748591087505
411345954 3976.81583413 71.1844631423 -0.546033690349 73.8592349072 -0.546049495352
411345958 4050.11184405 66.6816193176 -0.372982058641 69.1866670784 -0.372977152158
411345962 4022.95059267 63.9384882685 -0.217536120385 66.3405582827 -0.217535642579
411345966 4120.42585862 62.6369158884 -0.0715258363565 64.9901022773 -0.0715240640795
411345970 3985.73624169 62.6369187182 0.0715246105161 64.9900694771 0.0715160975141
411345974 4093.11808004 63.9384497505 0.217533817422 66.3405764905 0.217536389642
411345978 4080.033118 66.6817138883 0.372985911639 69.1866911177 0.372978376184
411345982 4073.16462892 71.1846930505 0.546042365674 73.8592012225 0.546047779973
411345986 4010.49887307 78.0439583235 0.748594446731 80.9763097833 0.748602947357
411345990 4002.30082804 88.3561264393 0.999997422261 91.6757 1.0
411345994 4041.0499758 104.253541024 1.33582811981 108.171814758 1.33585836997
411345998 4130.87459441 130.365434988 1.83136928472 135.263177057 1.83137215817
411346002 4055.12755009 178.781838755 2.68113086678 185.495016323 2.68107350557
411346006 4049.68928889 293.926210172 4.59701962956 304.939379356 4.59655679392
411346010 4060.42735603 875.744787251 13.9812943319 908.671539801 13.981694228
411346014 4063.00019453 -875.79356573 -13.9820754643 -908.65554012 -13.981443742
411346018 4019.14162301 -293.920090987 -4.59691851973 -304.964626741 -4.59695676585
411346022 4030.90855786 -178.777850164 -2.68106274777 -185.49713439 -2.68110843254
411346026 4046.79320619 -130.364960943 -1.83136267361 -135.261256676 -1.83133840874
411346030 4108.50829778 -104.255442806 -1.33586600837 -108.170400592 -1.33583125022
411346034 4104.45322906 -88.3555090346 -0.999983293952 -91.6756655134 -0.999999752646
411346038 4070.54413631 -78.0441661888 -0.748600067014 -80.9757170329 -0.74858769737
411346042 4067.42768788 -71.184438414 -0.546032928247 -73.8588692019 -0.546036738375
411346046 4100.86457483 -66.6815443563 -0.372979172369 -69.1867000819 -0.372978939887
411346050 4079.677827 -63.9384422621 -0.217530988306 -66.3407453952 -0.217545633795
411346054 4095.18384955 -62.6369012966 -0.0715237125616 -64.9900832282 -0.0715224719031
411346058 4046.14809193 -62.6368689044 0.0715204691795 -64.9900668187 0.0715169769143
411346062 4076.80221658 -63.9384813188 0.217536137704 -66.3405729436 0.21753450686
411346066 4059.28566016 -66.6814552674 0.37297386989 -69.1867562064 0.372981424181
411346070 4083.52642831 -71.1848463887 0.546046604088 -73.8590365074 0.546042506545
411346074 4088.56594348 -78.0436569614 0.748585834809 -80.9756273269 0.748585511535
411346078 4034.48231739 -88.3560780896 0.999996421141 -91.676244693 1.00001270793
411346082 4000.95378251 -104.254662718 1.33584998264 -108.17154098 1.33585341374
411346086 4073.64839104 -130.3641176 1.83134636993 -135.26255122 1.83136062761
411346090 4030.24358673 -178.779381485 2.681089395 -185.493553431 2.68104995351
411346094 4007.45255053 -293.921386713 4.59693883216 -304.975506538 4.59712559014
411346098 4047.56540841 -875.798174088 13.9821456701 -908.688201916 13.981953408
411350022 4820.07536877 1105.04056272 -16.5316460076 1188.19084435 -16.5306227166
411350025 4826.44165964 370.149693368 -5.45676813658 398.040496307 -5.45696475772
411350030 4861.70120776 224.274632212 -3.20913340689 241.160022798 -3.2090558275
411350033 4872.11896263 162.572720481 -2.2219056424 174.816672498 -2.2219088042
411350038 4656.61458911 128.970290182 -1.65417521094 138.686740259 -1.65423027197
411350041 4836.06449755 108.188986139 -1.27641117366 116.336564575 -1.27640389938
411350046 4664.79865779 94.3588409228 -0.99999326005 101.465689396 -1.00000208754
411350049 4707.06565787 84.7604024782 -0.783450017493 91.1434578583 -0.78343921749
411350054 4822.7071338 77.9662472705 -0.604522172394 83.8381983921 -0.604526485195
411350057 4834.95582501 73.1679981254 -0.450059252518 78.6786595212 -0.450065087354
411350062 4793.28340573 69.8864051013 -0.311614156743 75.1497896471 -0.311615584021
411350065 4771.30604415 67.8331331182 -0.183258789063 72.9418023332 -0.18325626106
411350070 4732.56251932 66.8439561217 -0.0604867686745 71.8781277608 -0.0604864772964
411350073 4743.26995881 66.8439521693 0.0604883699893 71.8781544525 0.0604909114921
411350078 4761.52562764 67.8331230445 0.183258003129 72.9418053426 0.183257838255
411350081 4807.92467912 69.8863865783 0.311612139898 75.149772552 0.311614850387
411350086 4896.92057251 73.1682114705 0.450066488591 78.6788201494 0.450070923088
411350089 4827.13555518 77.9662820761 0.60452401101 83.8379129661 0.604518427452
411350094 4742.91949239 84.7599526725 0.783438814027 91.1440054897 0.783451318338
411350097 4721.57984714 94.3594484373 1.00000610391 101.465898194 1.00000609672
411350102 4780.60058566 108.188774514 1.27640731536 116.337065529 1.27641321271
411350105 4690.70843185 128.970142138 1.65417289017 138.685590523 1.65421135677
411350110 4779.18290126 162.573587097 2.22192017891 174.817484713 2.22192113951
411350113 4662.09020414 224.272506754 3.2090996805 241.160743428 3.20906687527
411350118 4740.93315242 370.154700484 5.45684431423 398.01905211 5.45666144624
