# detid average_r2s y_intercept_low_hits slope_low_hits y_intercept_high_hits slope_high_hits centroid_r centroid_phi centroid_z
411866326 6082.56011359 -197.598796441 2.41422429345 -210.729192426 2.41421602912 77.9405236245 -0.39272282104 -186.012525467
411866329 6040.14093236 -273.150374648 3.47108743628 -291.302494651 3.47109433183 77.8635194052 -0.279144022925 -187.502444961
419710066 1513.72577611 -336.292242594 8.87516898287 -357.250155847 8.87502594339 38.7101620504 -0.112742724797 131.749984422
419710062 1519.42050125 -114.003498202 2.85782465302 -121.108698006 2.8577857729 38.6855751244 -0.33548756492 133.624945357
411587658 1769.73534466 -141.185827141 -3.29653911788 -149.27172688 -3.2965413198 42.0532062149 -2.84593467028 -154.429979834
411329638 2233.48729416 -46.2680640169 0.0984867559246 -48.6266653506 0.0984926809961 47.1420856488 -1.47137411656 -131.749964573
412128430 6313.4368521 -75.7366281238 0.0561593872556 -80.7695765881 0.0561629028681 77.8036322508 -1.51376998883 -222.291458985
412128433 6161.6226025 -76.701269168 0.169911236837 -81.7982223297 0.169907012256 77.9585026704 -1.40190529942 -223.78154075
411329630 2221.68898517 -48.1171577302 -0.303342406799 -50.5700279502 -0.303346605141 47.1953987251 -1.86313971751 -131.750018134
411329634 2203.42581251 -46.2680863342 -0.0984883860071 -48.6266593279 -0.0984963441473 47.17918059 -1.66715709877 -133.62504194
420529325 11030.9881829 -281.870642328 -2.56277271693 -295.741500009 -2.56324788619 104.752345355 -2.76929484497 220.76638321
419722270 2547.37188174 54.1540557836 -0.466304039912 56.7439408273 -0.466306355889 50.2545937018 1.13324942951 130.610013329
419722274 2545.15342361 50.8116099888 -0.267946366485 53.2417042877 -0.267952490632 50.2206909813 1.31060011013 128.734978441
412136462 9305.39730644 437.161060279 -4.51070126945 460.38407403 -4.51076797892 96.9682750381 0.218390354258 -222.291462594
412099698 1543.44539612 -339.102801723 8.87519064936 -360.074593858 8.87539220758 39.0305582522 -0.111720120573 -221.048964969
419722278 2551.13171414 49.2677658711 -0.0874842364068 51.6239481678 -0.0874896450256 50.1528044238 1.48455690517 130.609994852
412099694 1547.92323455 -114.956449143 2.85783655276 -122.062686932 2.85782398798 39.0778405365 -0.338177663461 -219.173987682
419742725 6399.84701495 1480.71009224 -19.0814513461 1576.77535063 -19.0820530107 79.7760164923 0.0527594966262 133.342500353
412099690 1526.55549738 -71.3635197537 1.59148990401 -75.7750879526 1.59148369781 39.1011491732 -0.561651310168 -221.049013877
420770834 3824.6756166 126.077537686 -1.83136029659 130.9752687 -1.83136203809 61.6075517104 0.498542769545 265.570035549
420770830 3802.36627869 172.900148853 -2.68109293048 179.617455677 -2.68110745832 61.5910710287 0.357588024675 267.445049996
420770838 3830.95226877 100.825991742 -1.33584934938 104.742034861 -1.33583538328 61.5515007046 0.643959928167 267.444888973
411870369 7421.09966532 -124.958702413 -1.10333767298 -132.439693108 -1.10331355811 86.2016610586 -2.40586863288 -184.487460411
411870361 7368.07839875 -163.228273891 -1.66838076647 -173.003899555 -1.66839876796 86.3725267822 -2.60093400682 -184.487413726
411870366 7527.69998782 -140.872314564 -1.3483623783 -149.307795056 -1.34836146478 86.3685914684 -2.50352943167 -182.997444991
420263069 9251.34806638 -437.156558864 -4.51065360961 -460.34237834 -4.5103364807 97.0297841961 -2.92304486816 187.502508239
411624489 9664.59069229 129.855085941 -0.916335690768 136.668650846 -0.916305623078 98.0436077509 0.82998575158 -157.162525061
411624486 9604.22805638 141.710981123 -1.09129895561 149.149888078 -1.09131246172 98.0952891767 0.742266426681 -155.672567922
411624481 9501.70541006 157.267489818 -1.30321210053 165.523851277 -1.30323674856 98.0851994631 0.655948782883 -157.162540925
412390502 6117.78796804 197.596221609 2.41418744529 210.729158315 2.41421532865 77.8196675755 2.74785980879 -265.452346588
412390505 6007.42903541 273.148272368 3.47105869467 291.29610166 3.47101146102 78.0233385602 2.86171702806 -267.162538127
411628681 10902.7388388 281.868314235 2.5627483073 295.709377245 2.56292670585 104.856638498 2.76961812665 -154.147447721
419980398 2227.90825463 -52.210148447 0.534508177884 -54.8717837876 0.534515809752 47.1262748198 -1.07955300418 157.445037726
411628686 10985.2270508 359.100844539 3.35901185749 376.682873737 3.35873309042 105.00458864 2.85140334868 -152.657456291
411628689 10791.5682964 499.169257459 4.76798151653 523.727289109 4.76874590651 104.89932033 2.93517712914 -154.147487403
419980390 2212.65864842 -46.2681125801 0.0984941106882 -48.6266334906 0.0984884522513 47.1553566343 -1.47160057687 157.445041266
420521058 7482.30068961 113.255508595 0.906347261479 120.037549567 0.906350804436 86.2302882827 2.30766586864 219.276460635
412374086 2774.62725354 199.954938437 3.73204662005 209.023675868 3.73204389244 52.8527735714 2.88061237955 -265.569985986
412374082 2816.58115949 122.45637656 2.14451244236 128.010839803 2.1445220707 52.8960838426 2.7054575375 -267.44501078
420521053 7500.63166351 104.477614457 0.74166030703 110.733467339 0.741653906492 86.2342444591 2.20773604835 220.766385731
420521050 7430.56746704 97.8357175054 0.599368864124 103.694632058 0.599378404896 86.3358200923 2.11026267523 219.276425889
412402694 11166.8073786 2480.87551691 -24.1918565314 2599.70274022 -24.1654333986 104.987579943 0.0410082636426 -262.657459599
420258994 7512.63802966 -92.8289614969 -0.472952050725 -98.3880411331 -0.472962868606 86.1410137406 -2.01206423171 182.997429745
420496530 2303.02478392 -535.789099935 11.4303239931 -562.711561862 11.4301326631 47.7796202237 -0.085675122555 219.173953052
411354177 6155.04673269 77.5994568873 0.0524095067548 82.6313750396 0.0524103158838 79.9007031043 1.62326689742 -133.342479852
411354174 6432.19202412 77.5994564383 -0.0524103646545 82.6313431084 -0.052409537682 79.8427945978 1.51679624049 -131.852463336
420504714 3150.11933044 -64.781681803 0.612799350052 -67.5343535064 0.612792489071 56.2979907283 -1.02089501728 219.173984671
420504710 3219.69204162 -59.7864340901 0.414211550738 -62.3270660734 0.414213684509 56.3301469408 -1.17663811257 221.048948359
411604090 3368.90923668 -57.1143555513 -0.0786989793447 -59.4688226726 -0.0787037319568 58.0963004095 -1.65020783301 -154.430051682
411604094 3429.18009066 -57.1143954968 0.0787056139485 -59.4688019617 0.0786982187514 58.0518817445 -1.49196612217 -152.554922748
411604098 3392.86989751 -58.5562425302 0.240080889347 -60.9701073199 0.240078545128 57.9680149506 -1.33595635817 -154.42993942
411858062 3826.55047847 -61.8357904077 0.217541859123 -64.2378456754 0.217537419748 61.5695809185 -1.35565963025 -185.909987551
411366433 11247.7011563 176.33125895 -1.40057663746 184.980296103 -1.40059278102 104.886787811 0.619871872071 -130.327410514
411366430 11011.0755104 200.165316711 -1.67819717487 209.983347759 -1.67821344049 104.684991245 0.5365460867 -128.837523308
411366438 10821.592357 158.536492918 -1.18068849853 166.31083442 -1.18068049705 104.82119386 0.704555360222 -128.837505253
420525197 9493.68690525 724.904029986 7.59574258169 763.40713919 7.59579404277 96.835714273 3.01167555277 223.781468896
420525194 9352.80046219 437.149865202 4.51058042442 460.373201365 4.51065637677 96.9236450287 2.9220886501 222.291460648
411362334 9714.68924855 178.187204366 -1.5697067551 187.538599333 -1.56969458648 98.0698076131 0.565620524892 -131.852438334
411362337 9697.74951276 157.269355336 -1.30323612061 165.523360306 -1.30323012459 98.0530136961 0.655334902204 -133.342493909
412140745 11107.2422526 -125.899147797 -0.713994037179 -132.073088575 -0.713986166019 104.834146134 -2.19239142877 -220.76647706
412140742 11152.9424355 -134.27391307 -0.846952275176 -140.858530889 -0.846945690089 104.725803292 -2.27297840628 -219.276462432
419751109 9638.96355203 -107.934071356 -0.520559435656 -113.599390246 -0.520564407079 98.0444708959 -2.05048038606 133.342505742
419992682 3376.71979556 -74.8787730191 -0.854079457411 -77.9654930401 -0.854078067568 58.0601714644 -2.27574786521 152.554873413
419992686 3413.03428499 -66.7790165179 -0.612807162861 -69.5318076821 -0.612804810469 58.0089889086 -2.12287769151 154.429920891
420009026 7624.71759823 84.9341700523 -0.0491218507505 89.9652683195 -0.049127598723 87.1933235514 1.52070507939 152.657437581
419750933 9735.09402282 250.187102431 -2.4143163395 263.311736578 -2.41424238586 98.1481132501 0.392849808497 133.342621058
411595922 2542.92354012 -563.126818859 11.429919971 -590.060747416 11.42998326 50.1972289768 -0.0876275345066 -154.430066386
411620489 7695.12429433 -578.137677635 -6.74133118958 -612.387402606 -6.74137585172 87.2847516696 -2.99336378775 -154.147573654
420770882 3811.0417391 75.4769782046 0.748584852126 78.4091582709 0.748589318779 61.5342592092 2.21353611835 265.570015049
419972186 1528.34052251 -37.8913594781 0.112675049521 -40.2534031513 0.112672959697 38.7296038357 -1.45540360904 155.570032596
411620481 7659.67217482 1728.95030538 20.3563556227 1831.30651712 20.3557042165 87.2683999387 3.0928815483 -154.147487956
411620486 7680.71118744 -1728.84678933 -20.3551281196 -1831.32962411 -20.3559657573 87.2325444759 -3.09328053312 -152.657475962
411309102 638.513529396 -153.733151738 -6.31371492332 -168.737477644 -6.31371576318 25.0617312056 -2.98483293554 -128.735007084
411599922 3063.06602986 55.7307844298 0.240080901348 58.1445970518 0.240075261335 55.2813972273 1.80850373757 -157.445007546
419751181 9785.13725518 -207.338915865 1.9209687868 -218.224012382 1.92099762313 98.0764223287 -0.479798707122 133.342420163
411309106 637.301351048 -52.9731087972 -1.96260923511 -58.1434965768 -1.96261891692 25.0450031771 -2.67212436553 -130.61002039
411599926 3108.60365003 58.6557879253 0.414212159833 61.1963214116 0.414209937462 55.3573756409 1.96161870096 -155.569999029
419751189 9584.15434289 -318.378808839 3.17157150556 -335.090564152 3.1715840766 97.9007020726 -0.304799188948 133.342457002
420754486 1942.02803007 67.7701015214 1.21850845477 71.4697750937 1.21850091012 44.1273272545 2.45495719114 267.444967732
420754482 1949.31514631 55.6174472451 0.820681624173 58.6537487404 0.820676933755 44.0638232414 2.25922306835 265.569975485
419984474 2550.1857044 -85.5681814461 -1.42813081229 -89.6608416608 -1.42814198555 50.1807108096 -2.52899037728 152.554987785
419984470 2532.7784509 -116.133899528 -2.1445069927 -121.685439961 -2.14445549448 50.2052061647 -2.70619807986 154.429994265
419984478 2529.95606475 -69.4092295323 -0.999976674073 -72.7292168861 -0.99999336581 50.2008408384 -2.35571763198 154.430050732
420246626 3816.58619044 -284.259571382 -4.59701482229 -295.299329222 -4.59696970407 61.5435219915 -2.92737116968 185.909895425
411325498 1780.07229462 86.94287118 1.87088570151 91.9215986986 1.87087077639 42.057556679 2.6498318891 -130.610026609
411325490 1751.94380239 53.0191215106 0.820680636018 56.0557369647 0.820686610837 42.0347424192 2.25612646367 -130.609957046
411325494 1751.20954152 64.6038716607 1.21850197793 68.3038258359 1.21850330128 42.0351895803 2.45280409538 -128.734989611
411350209 4747.56047082 -128.971754638 1.65420103246 -138.685399124 1.65420839754 69.032830545 -0.542262034312 -130.327495217
411849746 2816.0640243 90.2272487697 -1.42814876892 94.3191778091 -1.42814236921 52.8360224115 0.611580347331 -187.784998878
411350206 4848.09935842 -108.188647928 1.2764054699 -116.336031847 1.27639521172 68.9857206089 -0.665088242485 -128.837504512
411350201 4842.75561195 -94.359303426 1.00000308775 -101.465764891 1.00000352181 68.8634161968 -0.785918360599 -130.327444041
411849742 2843.78815713 122.455008909 -2.14448275358 128.009516685 -2.14449537391 52.8376749701 0.433990714841 -185.910009602
420512877 4485.22553283 -1078.46577487 -16.531189276 -1161.6844464 -16.5311573576 67.4425878147 -3.08451746254 220.766496064
420512874 4572.05720895 1078.43723898 16.5307528166 1161.71593163 16.5316078019 67.3759903814 3.08269503107 219.056454526
412124337 4554.56147165 -76.0932871074 0.604521746398 -81.9650262515 0.604518626395 67.309180005 -1.02814586692 -220.766501049
412124334 4478.79568406 -71.4104353169 0.450062155224 -76.9209380226 0.450063069081 67.1985895133 -1.14867761843 -219.05646584
411845662 2302.52152495 51.523345154 -0.466307563979 54.1132650287 -0.466311748128 47.8621485913 1.13586890474 -182.895024289
411845666 2280.40678993 48.3431992542 -0.267944425429 50.7732896684 -0.26795156828 47.7579846062 1.30878832534 -184.769991283
419718150 2219.33835041 469.759424632 -10.152986637 493.708791092 -10.1530476221 47.1075963022 0.0974594696834 133.624990066
419742917 6194.03472717 -83.0064671414 0.383868038912 -88.3885793377 0.38385515098 79.8729462357 -1.20456649252 133.342449388
419742914 6363.19687882 -80.2267271284 0.267947325004 -85.4289163809 0.267944781925 79.8263135982 -1.30740129171 131.852436653
419730546 3384.16903305 -61.6296073728 -0.414215241517 -64.1701730328 -0.414213699368 58.0252728137 -1.963754819 128.73504437
419730542 3368.95507094 -66.7788509564 -0.612801892724 -69.5314889677 -0.612794717649 57.972024285 -2.12054257883 130.610050598
411313250 910.777362274 -222.233488558 7.5959120903 -240.213508445 7.5958155836 30.0592434634 -0.133325613763 -133.624970826
420005074 6228.69859529 -99.7147043382 0.809778116791 -106.181321132 0.809791269601 79.803315304 -0.890261524504 155.672448957
420005077 6488.5556361 -109.591737135 0.999999264124 -116.6982 0.999999999998 79.7466167844 -0.784115555541 157.162489901
420246550 3802.3865191 100.825906075 -1.33584707925 104.741951781 -1.33583426981 61.5937606255 0.642594743557 187.784981323
412398702 9511.09886526 128.335865003 0.916331680515 135.150796554 0.916321911284 96.8145048879 2.3122096266 -265.672522881
420250794 4572.2345429 -68.2075908819 0.311613276625 -73.4708088353 0.311608415073 67.4096883776 -1.26661401419 182.777408379
412398705 9528.72634646 140.053730559 1.09130442122 147.492342261 1.0913144617 96.8620012382 2.40151532384 -267.162497344
420250797 4541.47353497 -71.4105848584 0.450067753348 -76.9207968135 0.4500587416 67.3903667937 -1.14872778074 184.487504354
411841562 1958.4993096 48.7490456251 -0.534512650088 51.410532293 -0.534513422809 44.1008775601 1.08127997041 -187.784943277
411841566 1937.78519014 44.9273633932 -0.303346783575 47.3801882927 -0.303346870087 44.099943911 1.27609370915 -185.910037235
419718266 2252.18845801 -97.6782155825 1.8708629975 -102.65777949 1.87087048115 47.1243731519 -0.490293486792 131.750008848
419718262 2248.76943257 -72.5817400929 1.21850676339 -76.2820027927 1.21851596853 47.1658949927 -0.685434919193 133.625078282
411866217 6094.4239092 273.146105657 3.4710290413 291.297232471 3.47102606573 78.055122328 2.86030942331 -187.502517688
411833458 1236.15108109 -304.028726708 8.87546224356 -324.9831488 8.87518892701 35.0978445532 -0.110822034516 -187.785044788
411833454 1239.06254803 -103.063047158 2.8578322139 -110.169863429 2.85783587961 35.0671469202 -0.338279400746 -185.909943127
411833450 1242.95928815 -63.9804571843 1.59149433045 -68.3920348722 1.59148814517 35.1685895878 -0.561900606224 -187.784991865
412132486 7581.67599183 -1710.35904123 -20.3570556874 -1812.72626052 -20.3564927237 86.2587867152 -3.09268779638 -219.276465341
420787330 9286.29318984 247.250534915 2.41420060275 260.385957815 2.4142502326 97.0400915314 2.74891730663 265.672377837
420787333 9380.86235248 314.657954959 3.17160846883 331.362601117 3.17154423883 97.0026963809 2.83671500701 267.162614894
420783309 7482.28212959 -86.5094479726 0.25049062262 -91.6895841677 0.250485532642 86.3001914961 -1.32391348675 264.147450933
412132481 7537.71076465 1710.24579805 20.3557015869 1812.84837821 20.3578661191 86.1063380385 3.09252554079 -220.766427541
420787338 9350.42480383 437.159007264 4.51067970627 460.377231165 4.51069782782 97.0842969573 2.92295974354 265.67236639
420783306 7483.94348845 -84.835047962 0.148339257693 -89.9150322283 0.148340153057 86.3055656841 -1.42448356652 262.657434151
420783301 7451.64219622 -84.0180219899 0.0491310115341 -89.0490835675 0.0491331099196 86.1756436744 -1.52275721612 264.147458322
412132489 7501.94784853 -571.916495659 -6.74151563235 -606.171036674 -6.7416044803 86.1182925857 -2.99250583525 -220.766524509
