# detid drdz xy-slope
438572078 2.47518615225 1.44874914066
438572070 2.47522130937 0.524840182277
438572074 2.47522502147 0.885917510654
439887898 1.73204534692 -0.839099849062
439887894 1.73205749592 -1.19175278108
439887890 1.73208647864 -1.73205111678
437786654 1.73207247407 0.839100733384
437786650 1.73204677851 0.363969954917
437786658 1.73202129724 1.73205116015
438834182 1.42828221383 -8.23574662285
438834186 1.42813484804 -2.63680476638
438834238 1.42819117155 -2.63678842457
438833182 1.4281273131 2.10675754429e-15
438833186 1.42815399782 0.246475164641
438841446 2.47327831507 2.63678719522
438841442 2.47328911303 1.4487434898
437791778 3.07961467437 1.73205050571
437791770 3.07962644453 0.363970254028
437791774 3.07707608197 0.839099150286
437783626 1.07234000384 5.67128968696
437783622 1.07233601883 1.73205125334
439879798 0.965650159735 0.176327157489
439622710 0.965657381315 0.577349978692
439622714 0.965682099869 0.839100806248
439622718 0.965642610379 1.1917546866
439883870 0.965684459187 -1.19175492059
439883874 0.965652239229 -0.839100270079
439883878 0.965653432429 -0.57734983865
438835286 1.42815152661 0.246477406878
438835282 1.42816272178 -1.57812606888e-05
439882834 0.965666684456 -5.67127999162
439882830 0.965651558074 123456789
439882838 0.965731572013 -2.7474824692
439884882 1.7319738133 -5.67127992283
439884886 1.73194326765 -2.74747043342
438841354 2.47330987082 -2.6368057441
438576206 1.42814501434 -0.246477559127
438576202 1.42813471292 -0.524843375845
438577158 0.839240602046 -8.23577814785
438836242 1.42815660101 -0.885927124455
438836246 1.42816026722 -0.524840699104
438834230 1.42831463364 8.23578114914
438834234 1.42809047318 -8.23592041591
438569002 2.47325725619 0.88591742371
438569006 2.47332914224 1.44875190893
438567998 2.47325334418 -2.63678263414
439616542 1.73165361485 -0.577350673494
439616546 1.73159193301 -0.363968438782
439880766 0.965661016248 1.19175414385
439880762 0.965645186158 0.839098869408
439619602 1.73208103193 -1.73205025211
439619606 1.7320721744 -1.19175461825
439621762 1.73200718137 0.839098591888
439621766 1.73202849035 1.19175221067
439888958 1.73165257516 1.191753321
439626818 0.965645186429 1.73205086086
439626810 0.965646910325 0.839098689109
439626814 0.965593707579 1.19175013847
439884922 1.73205121796 0.363970053912
439884926 1.73208598363 0.577350070085
439617590 1.73164791887 0.577350348568
439617594 1.73162138836 0.839099575978
439617598 1.73155810285 1.19175249243
438833218 1.42817205983 -1.44875937832
438833214 1.42814496234 -2.63678156052
438833210 1.42829885475 -8.23598678863
437523482 3.07751156634 0.363970346652
437523486 3.07749707053 0.839099857559
437781570 1.07235293067 0.839099541472
437781574 1.07232994312 1.73205067037
438841370 2.47325478674 -0.246480653604
438841374 2.47327293318 7.11580102449e-17
438567982 2.47327655615 1.44875120062
438830126 0.839099574097 1.44874916703
438830122 0.839124165342 0.885918255512
439623814 0.965658730119 1.19175354271
437528598 1.07239790837 7.50505608072e-16
438573146 1.42814244409 0.52483638004
438573142 1.42814531782 0.246477026852
439879718 0.96565118403 -0.17632708729
439879714 0.965655143405 -0.363970405756
439879710 0.965650552065 -0.577350289038
438839326 2.47523518078 8.67590424163e-16
438839322 2.4752248614 -0.246480704517
439623746 0.96564941492 1.7320500461
439623742 0.96563299636 1.19175191975
438578210 0.839117143161 0.246474840378
438578214 0.839117950745 0.524840295511
439624714 0.965724778259 -5.6712803575
439624710 0.965651558074 123456789
439624718 0.96561017065 -2.74747604131
437522470 3.07756620993 5.67127721583
437522474 3.07756131502 -5.67128622162
437522478 3.0775078091 -1.73205054853
437528610 1.0723850081 1.73204980757
437528614 1.07235108453 5.67128070567
437528618 1.07237661381 -5.67130538873
439619594 1.7322649709 -5.67129563566
439619590 1.73202003906 123456789
439886898 1.73206946202 0.363970632842
439886890 1.73202003906 -7.52660496117e-16
